Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
KIF20B	13	0	No	N/A	No	1	0.562182542213178	1	1	0.945	1	1	1	1	1	1	1	1	1	1	0
VWA5A	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CYTH4	4	0.875634517766497	No	N/A	No	1	1.0	1	1	0.759	1	1	1	1	1	1	1	1	1	1	0
LYPD6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
JMJD8	10	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WLS	9	0	No	N/A	No	1	0.7613371131353881	1	 0.0003601891 	0.197	1	1	1	1	1	1	1	1	1	1	1
IP6K1	7	0.54421768707483	No	N/A	No	1	0.8988322389701194	1	1	0.417	1	1	1	1	1	1	1	1	1	1	0
WWP1	6	0.727765726681128	No	N/A	No	1	0.00010503150339163143	1	1	0.0706	1	1	1	1	1	1	1	1	1	1	1
STX19	3	0.972789115646258	No	N/A	No	1	1	1	1	0.612	1	1	1	1	1	1	1	1	1	1	0
ERG	3	0.532921810699588	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	0.844	1	1	1	1	1	1	1	1	1	1	0
CYB561	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IDI2	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SCFD1	5	0.982866043613707	No	N/A	No	1	0.9957551159996875	1	1	0.618	1	1	1	1	1	1	1	0.205666977893349	1	1	0
HTRA1	4	0.929166666666667	No	N/A	No	1	1.0	1	1	0.856	1	1	1	1	1	1	1	1	1	1	0
PLEKHH3	5	0.726355611601513	No	N/A	No	1	0.5636436368839663	1	1	0.668	1	1	1	1	1	1	1	0.101262806410148	1	1	0
PNCK	5	0.870892018779343	No	N/A	No	1	1	1	1	0.212	1	1	1	1	1	1	1	1	1	1	0
MSL2	4	0.20103986135182	No	N/A	No	1	1.0	1	1	0.775	1	1	1	1	1	1	1	1	1	1	0
CCDC142	6	0	No	N/A	No	1	1.0	1	1	0.613	1	1	1	1	1	1	1	1	1	1	0
ATP5L	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SERPINB12	4	0	No	N/A	No	1	1	1	1	0.873	1	1	1	1	1	1	1	1	1	1	0
VCAM1	7	0.897158322056834	No	N/A	No	1	0.5873717798256252	1	1	0.780	1	1	1	1	1	1	1	1	1	1	0
MEGF9	3	0	No	N/A	No	1	0.38462130306549336	1	1	0.0498	1	1	1	1	1	1	1	1	1	1	1
GAL3ST1	8	0	No	N/A	No	1	1	1	1	0.957	1	1	1	1	1	1	1	1	1	1	0
AKR7A3	1	0.996978851963746	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CIB3	1	0.994652406417112	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OVCA2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AGGF1	5	0	No	N/A	No	1	0.8157364071065482	1	1	0.413	1	1	1	1	1	1	1	1	1	1	0
HEY2	3	0.362017804154303	No	N/A	No	1	1	1	1	0.0788	1	1	1	1	1	1	1	1	1	1	0
GREM2	3	0.875	No	N/A	No	1	1	1	1	0.970	1	1	1	1	1	1	1	1	1	1	0
ZMYND19	2	0	No	N/A	No	1	0.832435629314601	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PSMB4	6	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCLRE1B	5	0.697368421052632	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FCGR3B	2	0.847583643122677	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGAP22	1	0.467787114845938	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC46A3	4	0	No	N/A	No	1	1.0	1	1	0.676	1	1	1	1	1	1	1	1	1	1	0
AC008948.1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ADAT1	2	0.607569721115538	No	N/A	No	1	1.0	1	1	0.669	1	1	1	1	1	1	1	1	1	1	0
HIGD1B	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
APOC4	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UGCG	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGEF39	5	0.73134328358209	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MTMR9	8	0.970856102003643	No	N/A	No	1	1.0	1	1	0.339	1	1	1	1	1	1	1	1	1	1	0
NMU	2	0	No	N/A	No	1	1	1	1	0.911	1	1	1	1	1	1	1	1	1	1	0
CYP3A43	3	0.958333333333333	No	N/A	No	1	1	1	1	0.0169	1	1	1	1	1	1	1	1	1	1	1
FGL1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNAJC17	6	0.911184210526316	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM180	4	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NCK1	2	0.96816976127321	No	N/A	No	1	1.0	1	1	0.244	1	1	1	1	1	1	1	1	1	1	0
KRTAP9-1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RASGEF1B	1	0.885835095137421	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC12A6	7	0	No	N/A	No	1	0.027562618200029972	1	1	0.681	1	1	1	1	1	1	1	0.143196040397191	1	1	1
LY6K	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DFNB31	3	0.501653803748622	No	N/A	No	1	1.0	1	1	0.841	1	1	1	1	1	1	1	1	1	1	0
NAPA	3	1	No	N/A	No	1	0.49758664254895907	1	1	0.208	1	1	1	1	1	1	1	1	1	1	0
KCNG4	4	0.826589595375723	No	N/A	No	1	1	1	1	0.747	1	1	1	1	1	1	1	1	1	1	0
GATC	6	0.345238095238095	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBM14-RBM4	8	0.165191740412979	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SPTBN1	8	0.912013536379019	No	N/A	No	1	1.0	1	1	0.915	1	1	1	1	1	1	1	0.0164403612645478	1	1	1
RIMBP3B	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRPL48	3	0.995283018867924	No	N/A	No	1	0.6635750788147522	1	1	0.392	1	1	1	1	1	1	1	1	1	1	0
PSPN	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMCO6	6	0	No	N/A	No	1	1.0	1	1	0.908	1	1	1	1	1	1	1	1	1	1	0
ITCH	4	0.769656699889258	No	N/A	No	1	1.0	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
PPARA	4	0	No	N/A	No	1	0.8291069663778446	1	1	0.949	1	1	1	1	1	1	1	0.142064323688753	1	1	0
CTBP2	3	0.353299492385787	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
STK17A	3	0.917874396135266	No	N/A	No	1	0.7613371131353881	1	1	0.777	1	1	1	1	1	1	1	1	1	1	0
HNRNPH2	7	0.714922048997773	No	N/A	No	1	1.0	1	1	0.799	1	1	1	1	1	1	1	1	1	1	0
CYB5R4	4	0.829174664107486	No	N/A	No	1	0.00838514004587912	1	1	0.0218	1	1	1	1	1	1	1	1	1	1	2
FAM20A	3	0.702402957486137	No	N/A	No	1	1.0	1	1	0.572	1	1	1	1	1	1	1	1	1	1	0
GPR63	3	0	No	N/A	No	1	1	1	1	0.634	1	1	1	1	1	1	1	1	1	1	0
CNNM2	5	0.178285714285714	No	N/A	No	1	0.9416784040584262	1	1	0.0876	1	1	1	1	1	1	1	1	1	1	0
PTGFR	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CD38	3	0.953333333333333	No	N/A	No	1	1	1	1	0.312	1	1	1	1	1	1	1	1	1	1	0
PDE10A	8	0.806083650190114	No	N/A	No	1	1	1	1	0.0129	1	1	1	1	1	1	1	1	1	1	1
MMD2	2	0	No	N/A	No	1	1	1	1	0.370	1	1	1	1	1	1	1	1	1	1	0
AMT	4	0.930521091811414	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VPS4A	1	0.997711670480549	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEMA6C	7	0.571725571725572	No	N/A	No	1	0.3172589059715438	1	1	0.979	1	1	1	1	1	1	1	1	1	1	0
SH3BP1	3	0.302425106990014	No	N/A	No	1	1.0	1	1	0.907	1	1	1	1	1	1	1	1	1	1	0
SERINC5	3	0	No	N/A	No	1	1.0	1	1	0.949	1	1	1	1	1	1	1	1	1	1	0
GTPBP2	2	0.707641196013289	No	N/A	No	1	0.2502623310457853	1	1	0.433	1	1	1	1	1	1	1	1	1	1	0
FGF21	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCYT1B	6	0.742547425474255	No	N/A	No	1	1	1	1	0.327	1	1	1	1	1	1	1	0.169124529390938	1	1	0
GTSE1	10	0	No	N/A	No	7.571550e-01	0.6734915875065721	1	1	0.775	1	1	1	1	1	1	1	0.0346187824756875	1	1	1
TMEM232	2	0	No	N/A	No	1	1	1	1	0.617	1	1	1	1	1	1	1	1	1	1	0
CCT3	6	1	No	N/A	No	1	0.459705434892854	1	1	0.565	1	1	1	1	1	0.943942	1	0.158711152716318	1	1	0
MEGF6	3	0.82284231018819	No	N/A	No	1	0.9868024138099409	1	1	0.771	1	1	1	1	1	1	1	1	1	1	0
ENDOG	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CACNB2	4	0.618181818181818	No	N/A	No	1	1	1	1	0.691	1	1	1	1	1	1	1	0.0565879945356232	1	1	0
CLEC4G	1	0.648464163822526	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
