Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
FCHSD2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF248	4	0.621761658031088	No	N/A	No	1	0.17387371261084236	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR51Q1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TECR	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FEZF1	1	0.381052631578947	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCLK3	3	0.564814814814815	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EMC7	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBP1	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA1432	3	0	No	N/A	No	1	0.8139114387829247	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C19orf54	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBTB7A	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0721570851150781	1	1	0
TAGAP	1	0.292749658002736	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MIA3	4	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TLR6	8	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.6468	1	1	1	1	0
C5orf58	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TCEB3C	6	0.157509157509158	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SFRP1	1	0.401273885350318	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CD1D	4	0.949253731343284	No	N/A	No	1	1	1	1	3.500000e-03	1	1	1	1	1	1	1	0.08157888936021	1	1	1
NEFM	5	0.331877729257642	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.000459537563706472	1	1	1
CCDC8	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM136	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC12A9	5	0	No	N/A	No	1	0.45512657289231856	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLF12	1	0.261194029850746	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0500595787390285	1	1	0
CENPJ	2	0.22272047832586	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IREB2	1	0.990654205607477	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RNF41	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBBP5	3	0.531598513011152	No	N/A	No	1	0.9745436516171916	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RABGAP1L	3	0.38159509202454	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MEIG1	1	0.988636363636364	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR5M8	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ESPL1	8	0.199056603773585	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OXCT2	2	0.926499032882012	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FZD10	4	0.874354561101549	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LRRC37B	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EIF3G	1	0.678125	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF347	3	0.769047619047619	No	N/A	No	1	0.9849752436636715	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MANSC1	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BCO2	1	0.898100172711572	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LHX3	2	0.470149253731343	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLH	2	0.663394109396914	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AKAP10	4	0.0604229607250755	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.166129258445855	1	1	0
CSMD1	7	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLHL6	1	0.896940418679549	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM229A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CYFIP2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM223	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRAK1	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MCTP2	5	0.445330296127563	No	N/A	No	1	0.21349090901036646	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDYHV1	2	0.995121951219512	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CILP	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BOK	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEC62	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCDHGA11	13	0.704812834224599	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.132748319943858	1	1	0
MORC4	2	0.465314834578442	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HN1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MCMBP	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FHDC1	6	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ANO9	5	0	No	N/A	No	1	0.5970557909088654	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMF1	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SETD8	1	0.568181818181818	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.134899875519288	1	1	0
AHCYL2	2	0.723404255319149	No	N/A	No	1	0.8625816416533573	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AK1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CNPPD1	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SAMM50	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CRY2	2	0.897394136807818	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LY75	8	0	No	N/A	No	1	0.6964923276749087	1	1	4.500000e-03	1	1	1	1	1	1	1	1	1	1	1
ARL4A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAPK15	10	0.663602941176471	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TBC1D16	4	0.358539765319426	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
B4GALT4	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PISD	3	0	No	N/A	No	1	0.8625816416533573	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OSBPL10	2	0.596858638743455	No	N/A	No	1	0.8379229567281022	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NUDT2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LYRM2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FCAMR	2	0.190641247833622	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.197490805850671	1	1	0
FRAS1	19	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TAF8	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACSL6	1	0	No	Unk	Other somatic drivers in other tissues	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EPHA3	4	0.910478128179044	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.140392827014229	1	1	0
ZNF597	2	0.691037735849057	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MCCD1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FANCB	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CDCA8	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPP1R16B	3	0.54673721340388	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VCL	3	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLA	1	0.575949367088608	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.113739233742135	1	1	0
TBC1D9B	3	0.2016	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PGS1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MON1B	2	0	No	N/A	No	1	0.33853855037568575	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC007204.1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AGT	4	0.931958762886598	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RICTOR	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0400005810863105	1	1	1
PAOX	3	0.894324853228963	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C19orf71	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
P2RX5	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPR84	1	0.946969696969697	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRM1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEC23A	2	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
METTL25	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GIPR	1	0.815450643776824	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NAF1	2	0.196356275303644	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCDC41	4	0	No	N/A	No	1	0.33077220376356564	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NFYB	1	0.483091787439614	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.120596052832226	1	1	0
ZNF275	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RPS4X	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0967700252548568	1	1	0
FAM114A1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGAP4	3	0.287018255578093	No	N/A	No	1	0.44449209641028276	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLA2G3	2	0.18664047151277	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TTC17	6	0	No	N/A	No	1	0.13021650769773296	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MOB1B	2	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRG3	2	0.515555555555556	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0312218526397488	1	1	1
DNHD1	4	0.504523458868083	No	N/A	No	1	0.40829074407378885	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SERPINA6	2	0.97037037037037	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LIMK1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CXorf61	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MED29	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.153194533912055	1	1	0
ZNF676	5	0.829931972789116	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RSPH1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XRCC3	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0722498392494944	1	1	0
SLC22A8	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PIP5K1B	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VGLL4	1	0.195945945945946	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.048361124509667	1	1	1
FAM3A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLEC4M	3	0.74937343358396	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TAS2R16	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RIPK3	2	0.613899613899614	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CKAP5	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBBP6	7	0.123883928571429	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.136468165838273	1	1	0
KIAA0355	2	0	No	N/A	No	1	0.9103684240269708	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DGKH	4	0.108196721311475	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HMGCR	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPR160	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF610	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.080839686013573	1	1	0
RBP4	2	0.925373134328358	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TOPBP1	3	0.620236530880421	No	N/A	No	1	0.8918661029870338	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OSGIN2	2	0	No	N/A	No	1	0.7029005964809864	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IBA57	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TIMP3	2	0.890995260663507	No	N/A	No	1	0.5344711938040865	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRX	3	0.0622861054072553	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
P2RX2	4	0.744466800804829	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FOXRED2	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WHSC1	4	0.382417582417582	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0784533843343237	1	1	0
PRSS57	1	0.886925795053004	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CRYBB1	1	0.833333333333333	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GFM1	4	0	No	N/A	No	1	0.3708528454466452	1	 0.001891977 	1	1	1	1	1	1	1	1	1	1	1	1
C20orf27	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF324	2	0.654611211573237	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLD5	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ADAMTS13	3	0.423966362999299	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KERA	1	0.900568181818182	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IFRD1	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
P4HA2	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCDC129	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UHRF1BP1	9	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.159407209944081	1	1	0
MRPL53	3	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ABCC5	8	0.638135003479471	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.180221379316765	1	1	0
MFNG	1	0.85981308411215	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UBA3	2	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GAS2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CASZ1	7	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.108348344291709	1	1	0
CCDC78	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LRAT	1	0.569565217391304	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLR2E	1	0.9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIF5C	4	0.38871473354232	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.176470028204009	1	1	0
EML5	4	0.933232169954476	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DDA1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DENND1B	1	0.962441314553991	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TERT	8	0.231448763250883	Yes	Unk	Missense somatic drivers in matching tissue	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RNF167	3	0.197142857142857	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EIF4G1	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0595369277615478	1	1	0
SIN3B	6	0.32960413080895	No	N/A	No	1	0.8327444915635613	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FCER1A	2	0.719844357976654	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MUC13	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NFYC	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TFCP2L1	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NPL	3	0	No	N/A	No	1	0.9655153187189874	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CPT1A	3	0.834411384217335	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGAP24	2	0.421122994652406	No	N/A	No	1	0.9412059686172279	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BRF2	4	0.859188544152745	No	N/A	No	1	0.9300245083841573	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEMG2	5	0	No	N/A	No	1	1	1	1	1.220000e-01	1	1	1	1	1	1	1	1	1	1	0
LRP2	32	0.934479054779807	No	N/A	No	1	1	1	1	1	1	1	0.001623167	1	0.17	0.4928	1	0.00860216922975595	1	1	2
USP17L2	2	0.656603773584906	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FHL2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC25A5	2	0.996644295302013	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.20949548206584	1	1	0
NR5A2	1	0.857670979667283	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PNMT	2	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRE11A	4	0	No	N/A	No	1	0.4274549542737983	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LY6G5B	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MIIP	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAP3K1	7	0.203042328042328	No	Unk	Missense somatic drivers in other tissues	1	0.4145794587562752	0.368471681186	 3.059393e-06 	7.000000e-05	1	1	1	1	1	1	1	1	8.75578405603134e-08	1	3
MKL1	6	0	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NLRC5	4	0.756162915326902	No	N/A	No	1	0.5997664525911018	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NUP210	5	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NARS	1	0.932481751824818	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0498091594519199	1	1	1
LENEP	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZFYVE1	2	0	No	N/A	No	1	0.36099526718631353	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC9A4	8	0.0601503759398496	No	N/A	No	1	1	1	1	2.760000e-01	1	1	1	1	1	1	1	1	1	1	0
TNFRSF8	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IL1RL1	3	0.850719424460432	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TFAP2A	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAB11FIP2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPM1G	3	0.628205128205128	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VBP1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C16orf58	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
APITD1-CORT	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LRP3	5	0.242857142857143	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1.24903429376619e-14	1	1
DUSP13	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CYTH2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PARN	1	0.845070422535211	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.170029445303976	1	1	0
CCL15-CCL14	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLC2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
