Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
TENC1	9	0.446088794926004	No	N/A	No	8.245924e-01	0.5991033363963151	1	1	0.546	1	1	1	1	1	1	1	1	1	1	0
KLRK1	11	0.638888888888889	No	N/A	No	7.383618e-02	1	1	1	0.359	1	1	1	1	1	1	1	1	1	1	0
C5orf64	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC016586.1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ESYT3	9	0.688487584650113	No	N/A	No	9.722388e-01	1	1	 1.779569e-05 	0.802	1	1	1	1	1	1	1	1	1	1	1
TMEM30B	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRR23A	6	0	No	N/A	No	1	1	1	1	0.609	1	1	1	1	1	1	1	1	1	1	0
SLC38A4	6	0	No	N/A	No	1	1	1	1	0.303	1	1	1	1	1	1	1	1	1	1	0
DHX30	10	0	No	N/A	No	1	0.8051520001797393	1	1	0.345	1	1	1	1	1	0.966699	1	1	1	1	0
FGD2	6	0.853435114503817	No	N/A	No	8.626082e-01	1.0	1	1	0.421	1	1	1	1	1	1	1	1	1	1	0
OR8K3	19	0	No	N/A	No	6.411667e-02	1	1	1	0.299	1	1	1	1	1	1	1	1	1	1	0
CCL24	1	0.630252100840336	No	N/A	No	4.763076e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC50A1	6	0.886877828054299	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBED4	7	0	No	N/A	No	1	1.0	1	1	0.570	1	1	1	1	1	1	1	1	1	1	0
CTC-398G3.6	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRAMEF11	24	0	No	N/A	No	1	1	1	 1.625384e-10 	0.839	0.988185547884056	1	1	1	1	1	1.879e-03	1	1	1	2
KRTAP9-8	7	0	No	N/A	No	5.171362e-02	1	1	1	0.956	1	1	1	1	1	1	1	1	1	1	0
DDX24	4	0.492433061699651	No	N/A	No	1	1.0	1	1	0.580	1	1	1	1	1	1	1	1	1	1	0
METTL2A	2	0	No	N/A	No	1	1.0	1	1	0.0754	1	1	1	1	1	1	1	1	1	1	0
USP14	9	1	No	N/A	No	1	1.0	1	1	0.493	1	1	1	1	1	0.929167	1	0.201769265748709	1	1	0
MRPL55	2	0	No	N/A	No	9.451964e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBM46	7	0.339587242026266	No	N/A	No	1	1	1	1	0.915	1	1	1	1	1	1	1	1	1	1	0
EPB49	3	0	No	N/A	No	1	0.9770282224888938	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DBF4	5	0.20919881305638	No	N/A	No	1	1.0	0.0301408657406	1	0.304	1	1	1	1	1	1	1	0.0737670467022077	1	1	1
PARL	2	0	No	N/A	No	1	1.0	1	1	0.932	1	1	1	1	1	1	1	1	1	1	0
DRD5	25	0.761006289308176	No	N/A	No	1	1	1	1	0.156	1	1	1	1	1	0.924518	1	1	1	1	0
ING1	5	0.154028436018957	No	N/A	No	1	1.0	0.0301408657406	1	0.662	1	1	1	1	1	1	1	1	1	1	1
UGT1A3	21	0.391385767790262	No	N/A	No	1	1	1	1	0.850	1	1	1	1	1	1	1	1	1	0.0049845	1
MFSD5	2	0	No	N/A	No	1	1.0	1	1	0.431	1	1	1	1	1	1	1	1	1	1	0
ZNF506	3	0	No	N/A	No	1	1.0	1	1	0.135	1	1	1	1	1	1	1	1	1	1	0
EXTL1	8	0.328402366863905	No	N/A	No	2.739821e-01	1	1	1	0.482	1	1	1	1	1	1	1	1	1	1	0
PCDHA4	257	0.702217529039071	No	N/A	No	1	1	1	1	0.638	1	1	1	1	1	0.83071	1	1	1	1	0
GOLGA1	4	0	No	N/A	No	1	1	1	1	0.866	1	1	1	1	1	1	1	0.197132222390344	1	1	0
DAAM1	8	0	No	N/A	No	1	0.43939159239126957	1	1	0.178	1	1	1	1	1	1	1	0.14589289335308	1	1	0
PUS7L	11	0	No	N/A	No	1	1.0	1	1	0.853	1	1	1	1	1	1	1	1	1	1	0
SPATA9	7	0	No	N/A	No	6.206788e-02	1	1	1	0.363	1	1	1	1	1	1	1	1	1	1	0
ACTC1	17	1	No	N/A	No	5.860512e-05	1	1	1	0.396	1	1	1	1	1	0.942953	1	0.189813937178271	1	1	1
SERINC3	2	0	No	N/A	No	1	1.0	1	1	0.567	1	1	1	1	1	1	1	1	1	1	0
AC003005.4	15	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BMS1	26	0.707488299531981	No	N/A	No	4.684417e-02	0.747616207830705	0.372604809374	1	0.912	1	1	1	1	1	1	1	0.160116025578752	1	1	1
BAZ2A	7	0.179527559055118	No	N/A	No	1	1.0	1	1	0.894	1	1	1	1	1	1	1	0.00636982939591058	1	1	1
ERGIC1	2	0	No	N/A	No	9.027713e-01	0.9011712079694719	1	1	0.523	1	1	1	1	1	1	1	1	1	1	0
MAN2C1	9	0.952696310312204	No	N/A	No	8.241699e-01	0.5207120449881424	1	1	0.434	1	1	1	1	1	1	1	1	1	1	0
ATP10D	29	0	No	N/A	No	3.873221e-01	0.40284064145294773	1	1	0.809	1	1	1	1	1	1	1	1	1	1	0
RAD21	9	0.221870047543582	Yes	Unk	Missense somatic drivers in matching tissue	7.508702e-01	0.9548137464670411	1	1	0.0265	1	1	1	1	1	1	1	1	1	1	1
HMGN5	2	0	No	N/A	No	1	1.0	1	1	0.0689	1	1	1	1	1	1	1	1	1	1	0
RP11-571M6.6	8	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TCL1B	7	0.9921875	No	N/A	No	5.628404e-02	1	1	1	0.145	1	1	1	1	1	0.831255	1	1	1	1	0
RAB4B-EGLN2	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EMP2	2	0	No	N/A	No	3.302314e-01	1	1	1	0.177	1	1	1	1	1	1	1	1	1	1	0
CIDEC	1	0.508064516129032	No	N/A	No	5.909594e-01	1	1	1	0.810	1	1	1	1	1	1	1	1	1	1	0
DDHD2	8	0.0928270042194093	No	N/A	No	9.388845e-01	1.0	1	1	0.732	1	1	1	1	1	1	1	1	1	1	0
GPR61	8	0	No	N/A	No	9.875004e-01	1	1	1	0.589	1	1	1	1	1	1	1	1	1	1	0
CYB5RL	15	0	No	N/A	No	1	1	1	1	0.214	1	1	1	1	1	1	1	1	1	1	0
CLRN2	6	0	No	N/A	No	4.767711e-01	1	1	1	0.245	1	1	1	1	1	1	1	1	1	1	0
OPA1	6	0	No	N/A	No	1	1.0	1	1	0.958	1	1	1	1	1	1	1	0.0515393618301937	1	1	0
TMCO5A	3	0	No	N/A	No	1	1	1	1	0.278	1	1	1	1	1	1	1	1	1	1	0
CRYAB	8	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C20ORF135	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DDC	8	1	No	N/A	No	5.043739e-01	1	1	1	0.691	1	1	1	1	1	0.904178	1	1	1	1	0
ITGAE	27	0.791348600508906	No	N/A	No	1.046895e-01	0.37975382936564955	1	1	0.729	1	1	1	1	1	0.603107	1	1	1	1	0
CPEB3	4	0.289398280802292	No	N/A	No	2.997276e-01	0.015102501717435357	1	1	0.950	1	1	1	1	1	1	1	1	1	1	1
PAX9	2	0.3841642228739	No	N/A	No	1	1	1	1	0.873	1	1	1	1	1	1	1	1	1	1	0
SCXB	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TET3	13	0.289759036144578	No	N/A	No	7.309318e-01	0.7304371439269858	1	1	0.481	1	1	1	1	1	1	1	1	1	1	0
ANKRD13A	2	0.16271186440678	No	N/A	No	1	0.2999354525741499	1	1	0.423	1	1	1	1	1	1	1	0.145891297185946	1	1	0
PLA2G4B	8	0	No	N/A	No	1	1	1	1	0.724	1	1	1	1	1	1	1	1	1	1	0
HOMER2	2	0.426553672316384	No	N/A	No	1	1.0	1	1	0.789	1	1	1	1	1	1	1	1	1	1	0
AGPAT6	5	0	No	N/A	No	8.311176e-01	0.7715494784812555	1	1	0.440	1	1	1	1	1	1	1	0.174768421383759	1	1	0
STX1B	11	0.996527777777778	No	N/A	No	1	1	1	1	0.933	1	1	1	1	1	1	1	1	1	1	0
BTN3A2	6	0	No	N/A	No	5.279978e-01	1.0	1	1	0.859	1	1	1	1	1	1	1	1	1	1	0
RNASE12	7	0	No	N/A	No	1.096875e-01	1	1	1	0.994	1	1	1	1	1	1	1	1	1	1	0
RPL13A	1	0	No	N/A	No	1	0.3458519592598219	1	1	0.800	1	1	1	1	1	1	1	1	1	1	0
UCP2	1	0.983818770226537	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNAJC17	2	0.911184210526316	No	N/A	No	1	0.14410025481849792	1	1	0.707	1	1	1	1	1	1	1	1	1	1	0
PTPN5	12	0	No	N/A	No	3.669162e-01	1	1	1	0.603	1	1	1	1	1	0.936055	1	1	1	1	0
ZNF563	6	0.834033613445378	No	N/A	No	1	1	1	1	0.338	1	1	1	1	1	1	1	0.139224445318337	1	1	0
NDST2	10	0.366930917327293	No	N/A	No	1	1.0	1	1	0.791	1	1	1	1	1	1	1	1	1	1	0
CALCOCO2	4	0.436170212765957	No	N/A	No	1	1.0	1	1	0.429	1	1	1	1	1	1	1	1	1	1	0
OGT	19	0.974187380497132	No	N/A	No	1	1.0	1	1	0.726	1	1	1	1	1	0.858392	1	1	1	1	0
NR2C2AP	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLA	9	0.575949367088608	No	N/A	No	1	0.36339399176403464	1	1	0.264	1	1	1	1	1	1	1	1	1	1	0
TIMM17A	1	0	No	N/A	No	8.777573e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CADM4	1	0.780927835051546	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA1919	2	0	No	N/A	No	1	1	1	1	0.895	1	1	1	1	1	1	1	1	1	1	0
SCAF8	18	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GDPD5	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GSTA3	1	1	No	N/A	No	7.391760e-01	1	1	1	0.0612	1	1	1	1	1	1	1	0.177956616544036	1	1	0
OPALIN	3	0	No	N/A	No	1	1	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
RBM12B	12	0.256743256743257	No	N/A	No	1	1.0	1	1	0.740	1	1	1	1	1	1	1	1	1	1	0
CLDN4	6	0	No	N/A	No	6.280015e-01	0.428201620030913	1	1	0.0476	1	1	1	1	1	1	1	1	1	1	1
GOLGA8A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR51S1	15	0	No	N/A	No	2.295904e-02	1	1	1	0.0680	1	1	1	1	1	0.816222	1	1	1	1	1
C10orf54	9	0	No	N/A	No	1	1.0	1	1	0.201	1	1	1	1	1	1	1	1	1	1	0
AOC2	21	1	No	N/A	No	6.419483e-01	1	1	1	0.629	1	1	0.007305175	1	1	1	1	1	1	1	1
HSD17B6	4	0	No	N/A	No	6.683328e-01	1	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
KRTAP22-1	11	0	No	N/A	No	1	1	1	1	0.732	1	1	1	1	1	1	1	1	1	1	0
CASP14	5	0.962809917355372	No	N/A	No	6.004603e-01	1	1	 0.0009068982 	0.954	1	1	1	1	1	1	1	1	1	1	1
PSMB7	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FEM1A	8	0.526158445440957	No	N/A	No	1	1.0	2.35779882932e-07	 6.953609e-14 	0.215	1	1	1	1	1	1	3.497e-03	1.65661641175994e-07	1	1	4
KCNMA1	19	0	No	N/A	No	1	1.0	1	1	0.282	1	1	1	1	1	0.943882	1	1	1	1	0
PRRX2	1	0.25296442687747	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLCO2A1	12	0	No	N/A	No	2.828186e-01	1.0	1	1	0.588	1	1	1	1	1	1	1	1	1	1	0
RC3H1	14	0	No	N/A	No	7.538721e-01	1.0	1	1	0.422	1	1	1	1	1	1	1	0.108904808230577	1	1	0
DSTYK	12	0.315392895586652	No	N/A	No	1	1.0	1	1	0.811	1	1	1	1	1	1	1	0.087333102279505	1	1	0
AIPL1	7	0.90625	No	N/A	No	1	1	1	1	0.735	1	1	1	1	1	0.929167	1	0.196013548933968	1	1	0
KBTBD2	4	0.792937399678973	No	N/A	No	1	1.0	1	1	0.509	1	1	1	1	1	1	1	1	1	1	0
CHRAC1	1	0.717557251908397	No	N/A	No	8.881217e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPX6	7	0.927601809954751	No	N/A	No	2.691463e-01	1	1	1	0.311	1	1	1	1	1	0.995396	1	1	1	1	0
AADAT	3	0	No	N/A	No	1	1	1	1	0.461	1	1	1	1	1	1	1	1	1	1	0
NHP2	1	0.77124183006536	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CEACAM6	5	0.848837209302326	No	N/A	No	5.635663e-01	1	1	1	0.640	1	1	1	1	1	1	1	1	1	1	0
OR2A1	3	0	No	N/A	No	1	1	1	1	0.413	1	1	1	1	1	1	1	1	1	1	0
HHATL	9	0	No	N/A	No	6.622638e-01	1	1	1	0.996	1	1	1	1	1	1	1	1	1	1	0
DMC1	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NFE2L2	17	0.190082644628099	No	Unk	Missense somatic drivers in other tissues	1.237026e-03	2.2909752634505003e-06	0.0107520760273	 3.804962e-07 	0.000490	0.00218530550813696	1	1	1	1	0.740921	1.580e-04	0.126175417150847	1	1	7
GRSF1	9	0.608333333333333	No	N/A	No	1.588961e-02	0.0941431562047218	0.170584080939	1	0.692	1	1	1	1	1	1	1	1	1	1	1
FAHD2B	4	0	No	N/A	No	6.445871e-01	1.0	1	1	0.222	1	1	1	1	1	1	1	1	1	1	0
PCMTD2	2	0.592797783933518	No	N/A	No	1	1.0	1	1	0.898	1	1	1	1	1	1	1	1	1	1	0
FAM166B	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0489457449566488	1	1	1
PAPOLB	8	0.805031446540881	No	N/A	No	4.577560e-01	1	1	1	0.541	1	1	1	1	1	1	1	1	1	1	0
SNRNP200	23	1	No	N/A	No	8.418632e-01	1.0	1	1	0.563	1	1	1	1	1	0.851184	1	1	1	1	0
HSD17B10	7	1	No	N/A	No	1	0.8122533877559264	1	1	0.696	1	1	1	1	1	1	1	1	1	1	0
SAGE1	30	0	No	N/A	No	3.724560e-02	1	1	1	0.433	1	1	1	1	1	1	1	0.150526331441381	1	1	1
LMO7	21	0	No	N/A	No	4.465562e-02	0.11634026846159641	1	1	0.119	1	1	1	1	1	1	1	1	1	1	1
C13orf35	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MFN2	6	0	No	N/A	No	3.483974e-01	0.026932037534304905	1	1	0.182	1	1	1	1	1	1	1	0.139224445318337	1	1	1
CLEC2D	2	0.603092783505155	No	N/A	No	1	1.0	1	1	0.616	1	1	1	1	1	1	1	1	1	1	0
TMEM106C	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
F3	3	0.749152542372881	No	N/A	No	4.929489e-01	1.0	1	1	0.660	1	1	1	1	1	1	1	1	1	1	0
HHEX	2	0.277777777777778	No	N/A	No	4.011186e-01	0.7854743627468674	1	1	0.269	1	1	1	1	1	1	1	1	1	1	0
ART1	13	0.743119266055046	No	N/A	No	4.265411e-01	1	1	1	0.0531	1	1	1	1	1	1	1	1	1	1	0
LRRC14	10	0	No	N/A	No	1	1.0	1	1	0.977	1	1	1	1	1	1	1	1	1	1	0
SECISBP2L	14	0	No	N/A	No	7.381616e-01	0.03503083806723484	1	1	0.0514	1	1	1	1	1	1	1	1	1	1	1
SLC28A1	6	0	No	N/A	No	1	1	1	1	0.360	1	1	1	1	1	1	1	1	1	1	0
ZBTB7B	9	0.483420593368237	No	N/A	No	1	1.0	1	1	0.894	1	1	1	1	1	1	1	1	1	1	0
CSGALNACT2	11	0	No	N/A	No	1	0.8864261635083347	1	1	0.453	1	1	1	1	1	1	1	1	1	1	0
EIF3I	4	1	No	N/A	No	1	1.0	1	1	0.850	1	1	1	1	1	1	1	0.0074755745268941	1	1	1
BNIP3L	6	0.200913242009132	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPP2R2A	8	0.973741794310722	No	N/A	No	3.934755e-02	0.005499853848946801	1	1	0.456	1	1	1	1	1	1	1	1	1	1	2
APIP	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPP1R16A	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BCMO1	6	0.928702010968921	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NAP1L1	5	0	No	N/A	No	8.701376e-01	0.5555454824738972	1	1	0.819	1	1	1	1	1	1	1	0.162420909624054	1	1	0
SLC38A2	3	0	No	N/A	No	1	1.0	1	1	0.317	1	1	1	1	1	1	1	0.173106002126807	1	1	0
KCTD3	20	0.132515337423313	No	N/A	No	2.949660e-01	0.12751657835002142	1	1	0.903	1	1	1	1	1	1	1	1	1	1	0
VEGFA	1	0.405339805825243	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC25A34	7	0.950657894736842	No	N/A	No	9.047192e-01	1	1	1	0.875	1	1	1	1	1	1	1	1	1	1	0
UQCRQ	10	1	No	N/A	No	7.561710e-02	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C12orf66	11	0	No	N/A	No	6.131539e-02	0.4429571399962553	1	1	0.511	1	1	1	1	1	0.940867	1	1	1	1	0
FABP12	8	0.978571428571429	No	N/A	No	4.380333e-02	1	1	1	0.358	1	1	1	1	1	0.827809	1	1	1	1	1
CPEB2	3	0.197292069632495	No	N/A	No	1	0.48690679565156997	1	1	0.844	1	1	1	1	1	1	1	1	1	1	0
VN1R1	2	0	No	N/A	No	1	1	1	1	0.120	1	1	1	1	1	1	1	1	1	1	0
OR10A5	14	0	No	N/A	No	2.231030e-01	1	1	1	0.884	1	1	1	1	1	0.997626	1	1	1	1	0
IRF6	19	0.770877944325482	No	N/A	No	1	0.8460778298645579	0.100384925611	1	0.118	0.70878041628952	1	1	1	1	1	1	1	1	1	0
DALRD3	16	0	No	N/A	No	1	0.1156571747227278	1	1	0.503	1	1	1	1	1	1	1	0.161127478947838	1	1	0
SLC9A2	20	0.0591133004926108	No	N/A	No	1	1	1	1	0.0218	1	1	1	1	1	0.953733	1	1	1	1	1
FRG1B	126	0	No	N/A	No	1	0.00028140907348372934	0.000245364064772	 5.954029e-33 	1	1	1	1	1	1	0.282508	7.831e-18	1	5.76461586744302e-06	1	5
GPR180	5	0	No	N/A	No	9.024909e-01	1.0	1	1	0.271	1	1	1	1	1	1	1	1	1	1	0
FAM189A1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLN3	15	0	No	N/A	No	1	1.0	1	1	0.885	1	1	1	1	1	1	1	1	1	1	0
ACSM2B	24	0.975736568457539	No	N/A	No	1	1	1	1	0.275	1	1	1	1	1	0.895224	1	1	1	1	0
NLRP8	30	0.334923664122137	No	N/A	No	1	1	1	1	0.108	1	1	1	1	1	0.916474	1	1	1	1	0
MAP2K7	13	0	No	N/A	No	4.220003e-02	0.36070280779581343	1	1	0.215	1	1	1	1	1	1	1	1	1	1	1
CEP104	7	0.278918918918919	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HMGA1	2	0	No	Unk	Other somatic drivers in other tissues	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ALDH1A3	4	0.966796875	No	N/A	No	1	1.0	1	1	0.976	1	1	1	1	1	1	1	1	1	1	0
ATP6V1G3	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHMP3	11	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C2	16	0.978723404255319	No	N/A	No	1	1.0	1	1	0.321	1	1	1	1	1	1	1	1	1	1	0
BCDIN3D	2	0	No	N/A	No	1	1.0	1	1	0.334	1	1	1	1	1	1	1	1	1	1	0
FLYWCH1	3	0	No	N/A	No	1	1.0	1	1	0.357	1	1	1	1	1	1	1	1	1	1	0
FAM81A	4	0	No	N/A	No	3.248615e-01	1	1	1	0.904	1	1	1	1	1	1	1	1	1	1	0
TRAPPC10	5	0	No	N/A	No	1	1.0	1	1	0.244	1	1	1	1	1	1	1	1	1	1	0
FUS	5	0	No	OG	Other somatic drivers in other tissues	3.803006e-01	1.0	1	1	0.266	1	1	1	1	1	1	1	1	1	1	0
LSM10	1	0	No	N/A	No	9.714321e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ORAOV1	3	0	No	N/A	No	5.464770e-01	0.6357844787940897	1	1	0.325	1	1	1	1	1	1	1	1	1	1	0
NPR3	21	0.896487985212569	No	N/A	No	1.713988e-03	1	1	1	0.315	1	1	1	1	1	0.727521	1	1	1	1	1
PEX1	14	0.531566640685892	No	N/A	No	1	0.252563769202907	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
SERPINB8	8	0	No	N/A	No	2.408304e-01	0.3999886217247477	1	1	0.708	1	1	1	1	1	0.851005	1	1	1	1	0
RB1	34	0.84375	Yes	TSG	Missense somatic drivers in matching tissue	2.532835e-12	0.0	0.126454684671	1	0.916	1	1	1	1	1	1	1	0.025214030650668	1	1	3
BCL2L11	4	0.141414141414141	No	N/A	No	7.409835e-01	1.0	1	1	0.547	1	1	1	1	1	1	1	1	1	1	0
IFNA17	5	0.894179894179894	No	N/A	No	5.303335e-01	1	1	1	0.985	1	1	1	1	1	1	1	1	1	1	0
C1orf65	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCDC127	6	0	No	N/A	No	4.212762e-01	0.5160460887826173	1	1	0.335	1	1	1	1	1	1	1	1	1	1	0
EIF2C4	7	0.991869918699187	No	N/A	No	1	0.05852140156155482	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XPO7	5	0	No	N/A	No	1	1.0	1	1	0.474	1	1	1	1	1	1	1	1	1	1	0
CKMT2	2	0	No	N/A	No	1	1	1	1	0.111	1	1	1	1	1	1	1	1	1	1	0
LTC4S	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SKA2	4	1	No	N/A	No	1	0.00821948294971909	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTDSPL	2	0.695652173913043	No	N/A	No	9.054721e-01	0.12050105173131999	1	1	0.241	1	1	1	1	1	1	1	1	1	1	0
FEM1C	2	0.424635332252836	No	N/A	No	1	1.0	1	1	0.641	1	1	1	1	1	1	1	1	1	1	0
MEF2B	2	0	No	N/A	No	7.953035e-01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM102	2	0	No	N/A	No	1	1.0	1	1	0.0489	1	1	1	1	1	1	1	1	1	1	1
OR6B3	16	0	No	N/A	No	2.399252e-01	1	1	1	0.810	1	1	1	1	1	1	1	1	1	1	0
VPS13C	37	0	No	N/A	No	3.880474e-06	0.04412236012413365	0.434896370035	1	0.609	1	1	1	1	1	1	1	1	1	1	2
TSR2	5	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SYT17	2	0.59915611814346	No	N/A	No	1	1.0	1	1	0.143	1	1	1	1	1	1	1	1	1	1	0
HMGN2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM175	12	0	No	N/A	No	2.045294e-01	1.0	0.0301408657406	1	0.945	1	1	1	1	1	1	1	1	1	1	1
MMGT1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZFYVE27	2	0	No	N/A	No	1	1.0	1	1	0.830	1	1	1	1	1	1	1	1	1	1	0
MICALL2	6	0.366150442477876	No	N/A	No	8.292131e-01	1.0	1	1	0.0411	1	1	1	1	1	1	1	1	1	1	1
CD320	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLA2	7	1	No	N/A	No	1	1.0	1	1	0.200	1	1	1	1	1	1	1	0.0119956310957763	1	1	1
CTC-360G5.1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CUL3	13	1	No	N/A	No	5.362363e-02	0.0016184372751417197	1	1	0.374	1	1	1	1	1	0.629636	1	0.0222801084063371	1	1	2
TAF4	13	0.161290322580645	No	N/A	No	2.167543e-03	0.7974804865224624	1	1	0.937	1	1	1	1	1	1	1	1	1	1	1
PDE4A	8	0	No	N/A	No	1	1.0	1	1	0.715	1	1	1	1	1	1	1	0.106243258480854	1	1	0
HNRNPH3	1	0.5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF623	11	0.82089552238806	No	N/A	No	3.050895e-02	0.47271569895434024	1	1	0.497	1	1	1	1	1	0.995256	1	1	1	1	1
